,,is_producer
Australia,Cocoa Beans and products,False
Australia,Coconut Oil,False
Australia,Coconuts - Incl Copra,False
Australia,Coffee and products,False
Australia,Copra Cake,False
Australia,Cotton lint,True
Australia,Cottonseed,True
Australia,Cottonseed Cake,True
Australia,Cottonseed Oil,True
Australia,Dates,False
Australia,Eggs,True
Australia,"Fats, Animals, Raw",True
Australia,"Fish, Seafood",True
Australia,Fodder crops,True
Australia,"Fruits, Other",True
Australia,Goats,True
Australia,Grapefruit and products,True
Australia,Grapes and products (excl wine),True
Australia,Grazing,True
Australia,Groundnut Cake,True
Australia,Groundnut Oil,True
Australia,Groundnuts,True
Australia,"Hard Fibres, Other",False
Australia,Hides and skins,True
Australia,Honey,True
Australia,Hops,True
Australia,Horses,True
Australia,Jute,False
Australia,Jute-Like Fibres,False
Australia,"Lemons, Limes and products",True
Australia,Maize Germ Oil,True
Australia,Maize and products,True
Australia,"Meat, Other",True
Australia,Milk - Excluding Butter,True
Australia,Millet and products,True
Australia,Mules,False
Australia,Mutton & Goat Meat,True
Australia,Nuts and products,True
Australia,Oats,True
Australia,"Offals, Edible",True
Australia,"Oil, palm fruit",False
Australia,"Oilcrops Oil, Other",True
Australia,"Oilcrops, Other",True
Australia,"Oilseed Cakes, Other",True
Australia,Olive Oil,True
Australia,Olives (including preserved),True
Australia,Onions,True
Australia,"Oranges, Mandarines",True
Australia,Palm Oil,False
Australia,Palm kernels,False
Australia,Palmkernel Cake,False
Australia,Palmkernel Oil,False
Australia,Peas,True
Australia,Pepper,False
Australia,Pigmeat,True
Australia,Pigs,True
Australia,Pimento,False
Australia,Pineapples and products,True
Australia,Plantains,False
Australia,Potatoes and products,True
Australia,Poultry Birds,True
Australia,Poultry Meat,True
Australia,"Pulses, Other and products",True
Australia,Rabbits and hares,False
Australia,Rape and Mustard Cake,True
Australia,Rape and Mustard Oil,True
Australia,Rape and Mustardseed,True
Australia,Rice and products,True
Australia,Ricebran Oil,False
Australia,"Rodents, other",False
Australia,"Roots, Other",False
Australia,Rubber,False
Australia,Rye and products,True
Australia,Seed cotton,True
Australia,Sesame seed,False
Australia,Sesameseed Cake,True
Australia,Sesameseed Oil,True
Australia,Sheep,True
Australia,Silk,False
Australia,Sisal,False
Australia,"Soft-Fibres, Other",False
Australia,Sorghum and products,True
Australia,Soyabean Cake,True
Australia,Soyabean Oil,True
Australia,Soyabeans,True
Australia,"Spices, Other",True
Australia,Sugar (Raw Equivalent),True
Australia,Sugar beet,False
Australia,Sugar cane,True
Australia,Sugar non-centrifugal,False
Australia,Sunflower seed,True
Australia,Sunflowerseed Cake,True
Australia,Sunflowerseed Oil,True
Australia,Sweet potatoes,True
Australia,"Sweeteners, Other",True
Australia,Tea (including mate),False
Australia,Tobacco,True
Australia,Tomatoes and products,True
Australia,"Vegetables, Other",True
Australia,Wheat and products,True
Australia,Wine,True
Australia,Wool (Clean Eq.),True
Australia,Yams,False
Austria,Abaca,False
Austria,"Alcohol, Non-Food",True
Austria,Apples and products,True
Austria,Asses,True
Austria,Bananas,False
Austria,Barley and products,True
Austria,Beans,False
Austria,Beer,True
Austria,"Beverages, Alcoholic",True
Austria,"Beverages, Fermented",True
Austria,Bovine Meat,True
Austria,Buffaloes,False
Austria,"Butter, Ghee",True
Austria,"Camelids, other",False
Austria,Camels,False
Austria,Cassava and products,False
Austria,Cattle,True
Austria,"Cereals, Other",True
Austria,"Citrus, Other",False
Austria,Cloves,False
Austria,Cocoa Beans and products,False
Austria,Coconut Oil,False
Austria,Coconuts - Incl Copra,False
Austria,Coffee and products,False
Austria,Copra Cake,False
Austria,Cotton lint,False
Austria,Cottonseed,False
Austria,Cottonseed Cake,False
Austria,Cottonseed Oil,False
Austria,Dates,False
Austria,Eggs,True
Austria,"Fats, Animals, Raw",True
Austria,"Fish, Seafood",True
Austria,Fodder crops,True
Austria,"Fruits, Other",True
Austria,Goats,True
Austria,Grapefruit and products,False
Austria,Grapes and products (excl wine),True
Austria,Grazing,True
Austria,Groundnut Cake,False
Austria,Groundnut Oil,False
Austria,Groundnuts,False
Austria,"Hard Fibres, Other",False
Austria,Hides and skins,True
Austria,Honey,True
Austria,Hops,True
Austria,Horses,True
Austria,Jute,False
Austria,Jute-Like Fibres,False
Austria,"Lemons, Limes and products",False
Austria,Maize Germ Oil,False
Austria,Maize and products,True
Austria,"Meat, Other",False
Austria,Milk - Excluding Butter,True
Austria,Millet and products,True
Austria,Mules,True
Austria,Mutton & Goat Meat,True
Austria,Nuts and products,True
Austria,Oats,True
Austria,"Offals, Edible",True
Austria,"Oil, palm fruit",False
Austria,"Oilcrops Oil, Other",True
Austria,"Oilcrops, Other",True
Austria,"Oilseed Cakes, Other",True
Austria,Olive Oil,False
Austria,Olives (including preserved),False
Austria,Onions,True
Austria,"Oranges, Mandarines",False
Austria,Palm Oil,False
Austria,Palm kernels,False
Austria,Palmkernel Cake,False
Austria,Palmkernel Oil,False
Austria,Peas,True
Austria,Pepper,False
Austria,Pigmeat,True
Austria,Pigs,True
Austria,Pimento,False
Austria,Pineapples and products,False
Austria,Plantains,False
Austria,Potatoes and products,True
Austria,Poultry Birds,True
Austria,Poultry Meat,True
Austria,"Pulses, Other and products",True
Austria,Rabbits and hares,True
Austria,Rape and Mustard Cake,True
Austria,Rape and Mustard Oil,True
Austria,Rape and Mustardseed,True
Austria,Rice and products,False
Austria,Ricebran Oil,False
Austria,"Rodents, other",False
Austria,"Roots, Other",False
Austria,Rubber,False
Austria,Rye and products,True
Austria,Seed cotton,False
Austria,Sesame seed,False
Austria,Sesameseed Cake,False
Austria,Sesameseed Oil,False
Austria,Sheep,True
Austria,Silk,False
Austria,Sisal,False
Austria,"Soft-Fibres, Other",True
Austria,Sorghum and products,True
Austria,Soyabean Cake,True
Austria,Soyabean Oil,True
Austria,Soyabeans,True
Austria,"Spices, Other",False
Austria,Sugar (Raw Equivalent),True
Austria,Sugar beet,True
Austria,Sugar cane,False
Austria,Sugar non-centrifugal,False
Austria,Sunflower seed,True
Austria,Sunflowerseed Cake,True
Austria,Sunflowerseed Oil,True
Austria,Sweet potatoes,False
Austria,"Sweeteners, Other",True
Austria,Tea (including mate),False
Austria,Tobacco,True
Austria,Tomatoes and products,True
Austria,"Vegetables, Other",True
Austria,Wheat and products,True
Austria,Wine,True
Austria,Wool (Clean Eq.),True
Austria,Yams,False
Azerbaijan,Abaca,False
Azerbaijan,"Alcohol, Non-Food",False
Azerbaijan,Apples and products,True
Azerbaijan,Asses,False
Azerbaijan,Bananas,False
Azerbaijan,Barley and products,True
Azerbaijan,Beans,True
Azerbaijan,Beer,True
Azerbaijan,"Beverages, Alcoholic",True
Azerbaijan,"Beverages, Fermented",True
Azerbaijan,Bovine Meat,True
Azerbaijan,Buffaloes,False
Azerbaijan,"Butter, Ghee",True
Azerbaijan,"Camelids, other",False
Azerbaijan,Camels,False
Azerbaijan,Cassava and products,False
Azerbaijan,Cattle,True
Azerbaijan,"Cereals, Other",False
Azerbaijan,"Citrus, Other",True
Azerbaijan,Cloves,False
Azerbaijan,Cocoa Beans and products,False
Azerbaijan,Coconut Oil,False
Azerbaijan,Coconuts - Incl Copra,False
Azerbaijan,Coffee and products,False
Azerbaijan,Copra Cake,False
Azerbaijan,Cotton lint,True
Azerbaijan,Cottonseed,True
Azerbaijan,Cottonseed Cake,True
Azerbaijan,Cottonseed Oil,True
Azerbaijan,Dates,False
Azerbaijan,Eggs,True
Azerbaijan,"Fats, Animals, Raw",True
Azerbaijan,"Fish, Seafood",True
Azerbaijan,Fodder crops,True
Azerbaijan,"Fruits, Other",True
Azerbaijan,Goats,False
Azerbaijan,Grapefruit and products,False
Azerbaijan,Grapes and products (excl wine),True
Azerbaijan,Grazing,True
Azerbaijan,Groundnut Cake,False
Azerbaijan,Groundnut Oil,False
Azerbaijan,Groundnuts,False
Azerbaijan,"Hard Fibres, Other",False
Azerbaijan,Hides and skins,True
Azerbaijan,Honey,True
Azerbaijan,Hops,False
Azerbaijan,Horses,True
Azerbaijan,Jute,False
Azerbaijan,Jute-Like Fibres,False
Azerbaijan,"Lemons, Limes and products",True
Azerbaijan,Maize Germ Oil,True
Azerbaijan,Maize and products,True
Azerbaijan,"Meat, Other",False
Azerbaijan,Milk - Excluding Butter,True
Azerbaijan,Millet and products,True
Azerbaijan,Mules,False
Azerbaijan,Mutton & Goat Meat,True
Azerbaijan,Nuts and products,True
Azerbaijan,Oats,True
Azerbaijan,"Offals, Edible",True
Azerbaijan,"Oil, palm fruit",False
Azerbaijan,"Oilcrops Oil, Other",True
Azerbaijan,"Oilcrops, Other",True
Azerbaijan,"Oilseed Cakes, Other",True
Azerbaijan,Olive Oil,True
Azerbaijan,Olives (including preserved),True
Azerbaijan,Onions,True
Azerbaijan,"Oranges, Mandarines",True
Azerbaijan,Palm Oil,False
Azerbaijan,Palm kernels,False
Azerbaijan,Palmkernel Cake,False
Azerbaijan,Palmkernel Oil,False
Azerbaijan,Peas,True
Azerbaijan,Pepper,False
Azerbaijan,Pigmeat,False
Azerbaijan,Pigs,True
Azerbaijan,Pimento,False
Azerbaijan,Pineapples and products,False
Azerbaijan,Plantains,False
Azerbaijan,Potatoes and products,True
Azerbaijan,Poultry Birds,True
Azerbaijan,Poultry Meat,True
Azerbaijan,"Pulses, Other and products",True
Azerbaijan,Rabbits and hares,False
Azerbaijan,Rape and Mustard Cake,False
Azerbaijan,Rape and Mustard Oil,False
Azerbaijan,Rape and Mustardseed,False
Azerbaijan,Rice and products,True
Azerbaijan,Ricebran Oil,False
Azerbaijan,"Rodents, other",False
Azerbaijan,"Roots, Other",False
Azerbaijan,Rubber,False
Azerbaijan,Rye and products,True
Azerbaijan,Seed cotton,True
Azerbaijan,Sesame seed,False
Azerbaijan,Sesameseed Cake,False
Azerbaijan,Sesameseed Oil,False
Azerbaijan,Sheep,True
Azerbaijan,Silk,True
Azerbaijan,Sisal,False
Azerbaijan,"Soft-Fibres, Other",False
Azerbaijan,Sorghum and products,True
Azerbaijan,Soyabean Cake,False
Azerbaijan,Soyabean Oil,True
Azerbaijan,Soyabeans,True
Azerbaijan,"Spices, Other",False
Azerbaijan,Sugar (Raw Equivalent),True
Azerbaijan,Sugar beet,True
Azerbaijan,Sugar cane,False
Azerbaijan,Sugar non-centrifugal,False
Azerbaijan,Sunflower seed,True
Azerbaijan,Sunflowerseed Cake,True
Azerbaijan,Sunflowerseed Oil,True
Azerbaijan,Sweet potatoes,False
Azerbaijan,"Sweeteners, Other",True
Azerbaijan,Tea (including mate),True
Azerbaijan,Tobacco,True
Azerbaijan,Tomatoes and products,True
Azerbaijan,"Vegetables, Other",True
Azerbaijan,Wheat and products,True
Azerbaijan,Wine,True
Azerbaijan,Wool (Clean Eq.),True
Azerbaijan,Yams,False
Bahamas,Abaca,False
Bahamas,"Alcohol, Non-Food",False
Bahamas,Apples and products,False
Bahamas,Asses,False
Bahamas,Bananas,True
Bahamas,Barley and products,False
Bahamas,Beans,False
Bahamas,Beer,False
Bahamas,"Beverages, Alcoholic",True
Bahamas,"Beverages, Fermented",False
Bahamas,Bovine Meat,False
Bahamas,Buffaloes,False
Bahamas,"Butter, Ghee",False
Bahamas,"Camelids, other",False
Bahamas,Camels,False
Bahamas,Cassava and products,True
Bahamas,Cattle,True
Bahamas,"Cereals, Other",False
Bahamas,"Citrus, Other",False
Bahamas,Cloves,False
Bahamas,Cocoa Beans and products,False
Bahamas,Coconut Oil,False
Bahamas,Coconuts - Incl Copra,True
Bahamas,Coffee and products,False
Bahamas,Copra Cake,False
Bahamas,Cotton lint,False
Bahamas,Cottonseed,False
Bahamas,Cottonseed Cake,False
Bahamas,Cottonseed Oil,False
Bahamas,Dates,False
Bahamas,Eggs,True
Bahamas,"Fats, Animals, Raw",False
Bahamas,"Fish, Seafood",True
Bahamas,Fodder crops,False
Bahamas,"Fruits, Other",True
Bahamas,Goats,True
Bahamas,Grapefruit and products,True
Bahamas,Grapes and products (excl wine),False
Bahamas,Grazing,True
Bahamas,Groundnut Cake,False
Bahamas,Groundnut Oil,False
Bahamas,Groundnuts,False
Bahamas,"Hard Fibres, Other",False
Bahamas,Hides and skins,True
Bahamas,Honey,False
Bahamas,Hops,False
Bahamas,Horses,False
Bahamas,Jute,False
Bahamas,Jute-Like Fibres,False
Bahamas,"Lemons, Limes and products",True
Bahamas,Maize Germ Oil,False
Bahamas,Maize and products,True
Bahamas,"Meat, Other",False
Bahamas,Milk - Excluding Butter,True
Bahamas,Millet and products,False
Bahamas,Mules,False
Bahamas,Mutton & Goat Meat,False
Bahamas,Nuts and products,False
Bahamas,Oats,False
Bahamas,"Offals, Edible",False
Bahamas,"Oil, palm fruit",False
Bahamas,"Oilcrops Oil, Other",False
Bahamas,"Oilcrops, Other",False
Bahamas,"Oilseed Cakes, Other",False
Bahamas,Olive Oil,False
Bahamas,Olives (including preserved),False
Bahamas,Onions,True
Bahamas,"Oranges, Mandarines",True
Bahamas,Palm Oil,False
Bahamas,Palm kernels,False
Bahamas,Palmkernel Cake,False
Bahamas,Palmkernel Oil,False
Bahamas,Peas,False
Bahamas,Pepper,False
Bahamas,Pigmeat,False
Bahamas,Pigs,True
Bahamas,Pimento,False
Bahamas,Pineapples and products,False
Bahamas,Plantains,True
Bahamas,Potatoes and products,False
Bahamas,Poultry Birds,True
Bahamas,Poultry Meat,True
Bahamas,"Pulses, Other and products",True
Bahamas,Rabbits and hares,False
Bahamas,Rape and Mustard Cake,False
Bahamas,Rape and Mustard Oil,False
Bahamas,Rape and Mustardseed,False
Bahamas,Rice and products,False
Bahamas,Ricebran Oil,False
Bahamas,"Rodents, other",False
Bahamas,"Roots, Other",False
Bahamas,Rubber,False
Bahamas,Rye and products,False
Bahamas,Seed cotton,False
Bahamas,Sesame seed,False
Bahamas,Sesameseed Cake,False
Bahamas,Sesameseed Oil,False
Bahamas,Sheep,True
Bahamas,Silk,False
Bahamas,Sisal,False
Bahamas,"Soft-Fibres, Other",False
Bahamas,Sorghum and products,False
Bahamas,Soyabean Cake,False
Bahamas,Soyabean Oil,False
Bahamas,Soyabeans,False
Bahamas,"Spices, Other",False
Bahamas,Sugar (Raw Equivalent),False
Bahamas,Sugar beet,False
Bahamas,Sugar cane,True
Bahamas,Sugar non-centrifugal,False
Bahamas,Sunflower seed,False
Bahamas,Sunflowerseed Cake,False
Bahamas,Sunflowerseed Oil,False
Bahamas,Sweet potatoes,True
Bahamas,"Sweeteners, Other",False
Bahamas,Tea (including mate),False
Bahamas,Tobacco,False
Bahamas,Tomatoes and products,True
Bahamas,"Vegetables, Other",True
Bahamas,Wheat and products,False
Bahamas,Wine,False
Bahamas,Wool (Clean Eq.),False
Bahamas,Yams,False
Bahrain,Abaca,False
Bahrain,"Alcohol, Non-Food",False
Bahrain,Apples and products,False
Bahrain,Asses,False
Bahrain,Bananas,False
Bahrain,Barley and products,False
Bahrain,Beans,False
Bahrain,Beer,False
Bahrain,"Beverages, Alcoholic",False
Bahrain,"Beverages, Fermented",False
Bahrain,Bovine Meat,True
Bahrain,Buffaloes,False
Bahrain,"Butter, Ghee",False
Bahrain,"Camelids, other",False
Bahrain,Camels,True
Bahrain,Cassava and products,False
Bahrain,Cattle,False
Bahrain,"Cereals, Other",False
Bahrain,"Citrus, Other",False
Bahrain,Cloves,False
Bahrain,Cocoa Beans and products,False
Bahrain,Coconut Oil,False
Bahrain,Coconuts - Incl Copra,False
Bahrain,Coffee and products,False
Bahrain,Copra Cake,False
Bahrain,Cotton lint,False
Bahrain,Cottonseed,False
Bahrain,Cottonseed Cake,False
Bahrain,Cottonseed Oil,False
Bahrain,Dates,True
Bahrain,Eggs,False
Bahrain,"Fats, Animals, Raw",False
Bahrain,"Fish, Seafood",False
Bahrain,Fodder crops,False
Bahrain,"Fruits, Other",True
Bahrain,Goats,False
Bahrain,Grapefruit and products,False
Bahrain,Grapes and products (excl wine),True
Bahrain,Grazing,True
Bahrain,Groundnut Cake,False
Bahrain,Groundnut Oil,False
Bahrain,Groundnuts,False
Bahrain,"Hard Fibres, Other",False
Bahrain,Hides and skins,True
Bahrain,Honey,False
Bahrain,Hops,False
Bahrain,Horses,False
Bahrain,Jute,False
Bahrain,Jute-Like Fibres,False
Bahrain,"Lemons, Limes and products",True
Bahrain,Maize Germ Oil,False
Bahrain,Maize and products,False
Bahrain,"Meat, Other",True
Bahrain,Milk - Excluding Butter,False
Bahrain,Millet and products,False
Bahrain,Mules,False
Bahrain,Mutton & Goat Meat,True
Bahrain,Nuts and products,True
Bahrain,Oats,False
Bahrain,"Offals, Edible",False
Bahrain,"Oil, palm fruit",False
Bahrain,"Oilcrops Oil, Other",False
Bahrain,"Oilcrops, Other",False
Bahrain,"Oilseed Cakes, Other",False
Bahrain,Olive Oil,False
Bahrain,Olives (including preserved),False
Bahrain,Onions,True
Bahrain,"Oranges, Mandarines",False
Bahrain,Palm Oil,False
Bahrain,Palm kernels,False
Bahrain,Palmkernel Cake,False
Bahrain,Palmkernel Oil,False
Bahrain,Peas,False
Bahrain,Pepper,False
Bahrain,Pigmeat,False
Bahrain,Pigs,False
Bahrain,Pimento,False
Bahrain,Pineapples and products,False
Bahrain,Plantains,False
Bahrain,Potatoes and products,True
Bahrain,Poultry Birds,True
Bahrain,Poultry Meat,True
Bahrain,"Pulses, Other and products",True
Bahrain,Rabbits and hares,False
Bahrain,Rape and Mustard Cake,False
Bahrain,Rape and Mustard Oil,False
Bahrain,Rape and Mustardseed,False
Bahrain,Rice and products,False
Bahrain,Ricebran Oil,False
Bahrain,"Rodents, other",False
Bahrain,"Roots, Other",False
Bahrain,Rubber,False
Bahrain,Rye and products,False
Bahrain,Seed cotton,False
Bahrain,Sesame seed,False
Bahrain,Sesameseed Cake,False
Bahrain,Sesameseed Oil,False
Bahrain,Sheep,True
Bahrain,Silk,False
Bahrain,Sisal,False
Bahrain,"Soft-Fibres, Other",False
Bahrain,Sorghum and products,False
Bahrain,Soyabean Cake,False
Bahrain,Soyabean Oil,False
Bahrain,Soyabeans,False
Bahrain,"Spices, Other",False
Bahrain,Sugar (Raw Equivalent),False
Bahrain,Sugar beet,False
Bahrain,Sugar cane,False
Bahrain,Sugar non-centrifugal,False
Bahrain,Sunflower seed,False
Bahrain,Sunflowerseed Cake,False
Bahrain,Sunflowerseed Oil,False
Bahrain,Sweet potatoes,False
Bahrain,"Sweeteners, Other",False
Bahrain,Tea (including mate),False
Bahrain,Tobacco,False
Bahrain,Tomatoes and products,True
Bahrain,"Vegetables, Other",True
Bahrain,Wheat and products,False
Bahrain,Wine,False
Bahrain,Wool (Clean Eq.),False
Bahrain,Yams,False
Bangladesh,Abaca,False
Bangladesh,"Alcohol, Non-Food",False
Bangladesh,Apples and products,False
Bangladesh,Asses,False
Bangladesh,Bananas,True
Bangladesh,Barley and products,True
Bangladesh,Beans,True
Bangladesh,Beer,False
Bangladesh,"Beverages, Alcoholic",False
Bangladesh,"Beverages, Fermented",False
Bangladesh,Bovine Meat,True
Bangladesh,Buffaloes,True
Bangladesh,"Butter, Ghee",True
Bangladesh,"Camelids, other",False
Bangladesh,Camels,False
Bangladesh,Cassava and products,False
Bangladesh,Cattle,True
Bangladesh,"Cereals, Other",False
